SID,NUMBER,ISO_TIME,NATURE,LAT,LON
1991317N09141,89,11/12/1991 18:00,Not reported,8.6,141
1991317S07164,90,11/12/1991 18:00,Tropical,-7.1,163.6
1991320N06171,91,11/16/1991 0:00,Not reported,5.5,171
1991324S08074,92,11/20/1991 12:00,Tropical,-8.4,72.9
1991329N04181,93,11/24/1991 18:00,Not reported,3.8,181.4
1991335S04095,94,12/1/1991 0:00,Tropical,-4.4,95
1991338S08181,95,12/10/1991 0:00,Tropical,-14.3,-170.9
1991339S10203,96,12/10/1991 0:00,Tropical,-14.9,-155.1
1991348S23218,97,12/13/1991 18:00,Tropical,-22.7,-142.5
1991352S08066,98,12/17/1991 12:00,Tropical,-7.5,66
1991360S13058,99,1/1/1992 0:00,Tropical,-14.8,54.7
1992003N03176,1,1/10/1992 0:00,Tropical,7.5,156.1
1992005S07172,2,1/10/1992 0:00,Tropical,-18.2,162.6
1992006S13134,3,1/10/1992 0:00,Tropical,-13.1,141.7
1992017S12198,4,1/16/1992 18:00,Tropical,-11.6,-162.5
1992027N05206,5,1/26/1992 18:00,Tropical,5.2,205.6
1992036S11212,6,2/10/1992 0:00,Not reported,-30.5,-127.5
1992039S14063,7,2/10/1992 0:00,Tropical,-19.2,63.4
1992044S09181,8,2/13/1992 0:00,Tropical,-8.6,181
1992044S14128,9,2/12/1992 18:00,Tropical,-13.7,128.1
1992048S18067,10,2/16/1992 12:00,Tropical,-17.5,66.6
1992050S19155,11,2/19/1992 0:00,Tropical,-19.3,155.2
1992054S14044,12,2/22/1992 18:00,Tropical,-14,43.6
1992055S11086,13,2/23/1992 12:00,Tropical,-11.3,86.4
1992055S12119,14,2/23/1992 18:00,Tropical,-12,118.5
1992055S13169,15,2/24/1992 12:00,Tropical,-13.7,168.8
1992055S17053,16,2/24/1992 12:00,Tropical,-17.4,53.7
1992056S11102,17,2/24/1992 18:00,Tropical,-11.3,101.6
1992057S17052,18,2/26/1992 0:00,Tropical,-17,51.9
1992058S15060,19,2/26/1992 12:00,Tropical,-14.8,60
1992060S18061,20,2/29/1992 12:00,Tropical,-18,60
1992061S19061,21,3/1/1992 0:00,Tropical,-18.9,61.4
1992064S10184,22,3/10/1992 0:00,Tropical,-19.6,164.9
1992074S12185,23,3/13/1992 18:00,Tropical,-12,-174.7
1992084S10212,24,3/23/1992 18:00,Tropical,-10,-148.1
1992088N05188,25,3/28/1992 12:00,Tropical,5.2,-172.7
1992088S23215,26,3/27/1992 12:00,Not reported,-23.2,-145
1992096S05101,27,4/10/1992 0:00,Tropical,-11.8,99.6
1992096S08132,28,4/10/1992 0:00,Tropical,-11.6,128
1992113N24301,29,4/21/1992 12:00,Subtropical,24,-59
1992118S11179,30,4/27/1992 12:00,Tropical,-10.8,177.5
1992136N10090,31,5/15/1992 0:00,Not reported,9.6,90.3
1992154N11258,32,6/1/1992 12:00,Tropical,11.1,-102.2
1992155N10070,33,6/10/1992 0:00,Not reported,12.3,60.7
1992167N12088,34,6/14/1992 12:00,Not reported,12.2,88.1
1992169N14246,35,6/16/1992 18:00,Tropical,13.6,-114
1992172N07144,36,6/20/1992 12:00,Not reported,7.7,142.7
1992174N13126,37,6/21/1992 18:00,Not reported,13,126
1992175N12269,38,6/22/1992 12:00,Tropical,11.5,-91.5
1992175N16249,39,6/22/1992 12:00,Tropical,15.9,-111
1992176N06145,40,6/24/1992 0:00,Not reported,5.9,145.3
1992178N25275,41,6/25/1992 12:00,Tropical,24.5,-85.5
1992185N13265,42,7/10/1992 0:00,Tropical,29.1,-126.4
1992188N07156,43,7/10/1992 0:00,Tropical,14.1,129.9
1992191N12252,44,7/10/1992 0:00,Tropical,12.7,-112.4
1992194N07140,45,7/11/1992 12:00,Not reported,7.1,140.2
1992195N14254,46,7/13/1992 12:00,Tropical,13.8,-106.1
1992197N11266,47,7/14/1992 12:00,Tropical,10.8,-94.2
1992198N13135,48,7/16/1992 0:00,Not reported,12.6,135.4
1992206N25161,49,7/24/1992 0:00,Not reported,25.3,161.2
1992207N18090,50,7/24/1992 18:00,Not reported,18.1,89.7
1992207N29298,51,7/24/1992 18:00,Tropical,28.6,-62.1
1992208N13246,52,7/26/1992 12:00,Tropical,13.4,-115.3
1992210N14254,53,7/28/1992 0:00,Tropical,14.4,-106.1
1992211N39164,54,7/28/1992 18:00,Not reported,38.5,164.1
1992212N05154,55,7/30/1992 0:00,Not reported,5,154.3
1992212N20135,56,7/30/1992 0:00,Not reported,20.3,135.3
1992213N12256,57,7/30/1992 18:00,Tropical,12.3,-103.6
1992216N06182,58,8/10/1992 0:00,Tropical,19.4,153
1992223N15236,59,8/10/1992 0:00,Tropical,14.5,-124.5
1992227N13130,60,8/13/1992 12:00,Not reported,13.3,129.6
1992227N17112,61,8/13/1992 12:00,Not reported,16.9,112.4
1992229N24162,62,8/16/1992 0:00,Not reported,24,162.3
1992230N11325,63,8/16/1992 18:00,Tropical,10.8,-35.5
1992231N19249,64,8/18/1992 12:00,Tropical,19,-112.8
1992233N07173,65,8/20/1992 12:00,Not reported,6.7,172.3
1992233N16254,66,8/20/1992 0:00,Tropical,15.5,-106
1992236N07159,67,8/23/1992 0:00,Disturbance,6.8,158.6
1992237N14144,68,8/23/1992 12:00,Not reported,14,144.3
1992239N19135,69,8/26/1992 12:00,Tropical,19.8,134.1
1992241N11253,70,8/27/1992 12:00,Tropical,11.1,-107.3
1992241N13237,71,8/27/1992 12:00,Tropical,12.7,-122.6
1992242N13166,72,8/29/1992 0:00,Not reported,13.3,165.9
1992246N36121,73,9/1/1992 15:00,Tropical,35.9,120.8
1992247N10258,74,9/10/1992 0:00,Tropical,20.6,-135.3
1992248N19166,75,9/10/1992 0:00,Tropical,21.3,167.5
1992249N12229,76,9/10/1992 0:00,Tropical,13.8,-155.5
1992255N19247,77,9/11/1992 0:00,Tropical,18.7,-112.8
1992258N17249,78,9/13/1992 12:00,Tropical,16.8,-111
1992259N11159,79,9/14/1992 12:00,Not reported,10.6,159.2
1992261N15116,80,9/17/1992 12:00,Disturbance,15.2,115.3
1992262N10262,81,10/1/1992 0:00,Tropical,17.4,-120
1992262N17252,82,9/17/1992 12:00,Tropical,16.9,-107.7
1992262N34301,83,10/1/1992 0:00,Extratropical,39,-22.8
1992263N05175,84,9/19/1992 0:00,Not reported,4.8,174.8
1992265N18099,85,9/21/1992 0:00,Not reported,18.1,98.9
1992266N30327,86,9/21/1992 18:00,Tropical,30,-33
1992267N33285,87,9/22/1992 12:00,Tropical,32.5,-74.6
1992268N11193,88,10/1/1992 0:00,Tropical,25.8,172
1992269S05087,89,10/1/1992 0:00,Tropical,-14.9,80.8
1992270N11325,90,10/1/1992 0:00,Tropical,25.4,-43.9
1992271N26291,91,10/1/1992 0:00,Tropical,29.7,-74.4
1992273N12077,92,10/1/1992 0:00,Not reported,17,67.5
1992275N14260,93,10/1/1992 12:00,Tropical,13.9,-100.7
1992277N16140,94,10/10/1992 0:00,Tropical,15.2,125.6
1992279N08175,95,10/10/1992 0:00,Tropical,11.4,158.8
1992279N10097,96,10/4/1992 12:00,Not reported,10,96.8
1992281N11263,97,10/10/1992 0:00,Tropical,20,-103.7
1992286N12115,98,10/12/1992 12:00,Not reported,11.5,114.8
1992288N10089,99,10/13/1992 18:00,Not reported,10.1,89.1
1992288N10253,100,10/13/1992 18:00,Tropical,10.2,-106.6
1992289N08135,101,10/15/1992 0:00,Not reported,8,134.9
1992289N09171,102,10/14/1992 12:00,Not reported,8.5,170.8
1992290N11253,103,10/15/1992 18:00,Tropical,10.8,-107.2
1992292S09083,104,10/17/1992 12:00,Tropical,-8.9,83
1992297N26299,105,10/22/1992 12:00,Extratropical,26.3,-60.8
1992298N10188,106,10/23/1992 12:00,Tropical,10.3,187.7
1992300N13249,107,10/25/1992 12:00,Tropical,12.6,-111.4
1992302N06150,108,10/27/1992 12:00,Not reported,5.6,150.2
1992304N18178,109,10/30/1992 0:00,Not reported,17.7,178.2
1992306N12093,110,10/31/1992 12:00,Not reported,12.1,92.8
1992311N06107,111,11/10/1992 0:00,Not reported,7.3,91.2
1992314N08141,112,11/10/1992 0:00,Not reported,9.5,131.3
1992318N06182,113,11/13/1992 12:00,Not reported,6.1,181.3
1992318N11160,114,11/13/1992 12:00,Not reported,11.3,159.3
1992327N11206,115,11/22/1992 0:00,Tropical,10.7,-154.1
1992331S11082,116,11/26/1992 0:00,Tropical,-10.5,82.4
1992335N03077,117,11/29/1992 12:00,Not reported,2.8,76.5
1992338S04173,118,12/10/1992 0:00,Tropical,-16.8,176.7
1992352S11100,119,12/17/1992 0:00,Tropical,-11.2,100.2
1992354N03075,120,12/18/1992 12:00,Not reported,2.6,74.5
1992357S13143,121,1/1/1993 0:00,Tropical,-12,158
1992358S07161,122,1/1/1993 0:00,Tropical,-15.8,173.7
1992361S23039,123,12/26/1992 0:00,Subtropical,-22.7,39.1
1993002S17196,1,1/1/1993 12:00,Tropical,-16.9,-164.2
1993011S12214,2,1/10/1993 18:00,Tropical,-12.3,-146.5
1993012S09074,3,1/11/1993 12:00,Tropical,-9,73.9
1993016S06091,4,1/16/1993 0:00,Tropical,-6.3,90.5
1993016S16042,5,1/16/1993 12:00,Tropical,-16.6,42.1
1993023S14120,6,1/22/1993 18:00,Tropical,-14.2,119.8
1993025S12136,7,1/25/1993 0:00,Tropical,-11.6,136.2
1993029S11178,8,1/29/1993 0:00,Tropical,-11,178.1
1993034S12151,9,2/10/1993 0:00,Tropical,-19.9,153.9
1993034S14191,10,2/10/1993 0:00,Not reported,-30.5,178.5
1993041S16052,11,2/10/1993 0:00,Tropical,-16,52
1993043S11193,12,2/11/1993 12:00,Tropical,-10.9,-167
1993045S13170,13,2/14/1993 0:00,Tropical,-12.9,169.6
1993051S14046,14,2/20/1993 12:00,Mixture(contradicting report from different agencies),-14,45.4
1993053S12161,15,2/22/1993 12:00,Tropical,-11.6,160.5
1993056S21051,16,2/24/1993 12:00,Disturbance,-20.6,51.1
1993059N05136,17,2/27/1993 18:00,Not reported,4.9,135.7
1993059S20052,18,2/27/1993 18:00,Mixture(contradicting report from different agencies),-19.6,51.8
1993061S14042,19,3/2/1993 12:00,Tropical,-14.8,41.4
1993064N03174,20,3/10/1993 0:00,Tropical,5.2,164.5
1993069S08164,21,3/10/1993 12:00,Tropical,-8.8,162.7
1993083S12181,22,3/24/1993 0:00,Tropical,-12.2,181.3
1993091S13092,23,4/1/1993 0:00,Tropical,-13.1,91.7
1993096N08148,24,4/10/1993 0:00,Not reported,7.2,137.3
1993096S11101,25,4/10/1993 0:00,Tropical,-14.6,106.1
1993105N06165,26,4/15/1993 12:00,Not reported,6.5,164.2
1993120S10075,27,4/29/1993 18:00,Tropical,-10.3,74.5
1993131S04158,28,5/11/1993 12:00,Tropical,-4.4,157.8
1993134N04160,29,5/14/1993 12:00,Not reported,4.6,159.4
1993152N22276,30,5/31/1993 12:00,Tropical,21.5,-84
1993162N10245,31,6/11/1993 12:00,Tropical,9.9,-114.8
1993164N04160,32,6/13/1993 12:00,Not reported,4,159.6
1993166N06131,33,6/15/1993 12:00,Not reported,6.6,131.1
1993169N13265,34,6/18/1993 12:00,Tropical,13.6,-95.8
1993169N21268,35,6/18/1993 0:00,Tropical,20.5,-91.9
1993178N14265,36,6/27/1993 0:00,Tropical,13.9,-95.3
1993185N09137,37,7/10/1993 0:00,Tropical,17.5,113.6
1993186N13262,38,7/4/1993 12:00,Tropical,12.9,-97.7
1993193N08144,39,7/11/1993 12:00,Not reported,8.1,143.9
1993196N11241,40,7/14/1993 12:00,Tropical,11,-118.9
1993197N11247,41,7/15/1993 18:00,Tropical,11.3,-112.8
1993199N10156,42,7/17/1993 12:00,Not reported,10.1,156.1
1993205N15137,43,7/24/1993 12:00,Not reported,16.3,137.6
1993207N19130,44,7/25/1993 18:00,Not reported,19,130
1993211N07161,45,7/30/1993 12:00,Not reported,6.7,160.5
1993215N08154,46,8/10/1993 0:00,Tropical,16.5,138.6
1993217N10320,47,8/10/1993 0:00,Tropical,10.8,-80.3
1993221N12216,48,8/10/1993 0:00,Tropical,12.2,215.7
1993221N13256,49,8/10/1993 0:00,Tropical,14,-109.1
1993223N07185,50,8/11/1993 0:00,Not reported,6.8,184.5
1993224N07153,51,8/12/1993 0:00,Not reported,7,152.7
1993227N14301,52,8/14/1993 12:00,Tropical,14.1,-59.5
1993227N15258,53,8/15/1993 0:00,Tropical,14.8,-102.4
1993229N10159,54,8/17/1993 0:00,Not reported,10.1,158.6
1993229N13265,55,8/17/1993 12:00,Tropical,13.3,-95.1
1993231N09134,56,8/19/1993 12:00,Not reported,9.1,133.1
1993233N13260,57,8/21/1993 12:00,Tropical,14.2,-101
1993235N20307,58,8/22/1993 18:00,Tropical,19.9,-52.6
1993236N14329,59,8/23/1993 12:00,Tropical,13.6,-30.8
1993240N17142,60,8/27/1993 12:00,Not reported,17,141.7
1993241N14264,61,8/29/1993 0:00,Tropical,13.5,-96.4
1993246N16129,62,9/10/1993 0:00,Extratropical,39.4,145.6
1993249N12253,63,9/10/1993 0:00,Tropical,15,-116.8
1993250N17119,64,9/10/1993 0:00,Tropical,19.7,124
1993251N25293,65,9/10/1993 0:00,Tropical,43.8,-53.9
1993252N11265,66,9/10/1993 0:00,Tropical,13.5,-99.1
1993253N06150,67,9/10/1993 0:00,Not reported,6.4,147.7
1993258N11279,68,9/14/1993 18:00,Tropical,10.6,-80.7
1993261N11131,69,9/18/1993 12:00,Not reported,11.8,129.7
1993262N27298,70,9/18/1993 18:00,Tropical,26.7,-61.8
1993263N11168,71,9/20/1993 12:00,Not reported,11.4,166.2
1993270N07153,72,10/1/1993 0:00,Tropical,14.1,143.4
1993271N14134,73,10/1/1993 0:00,Tropical,16.1,129.7
1993273N11245,74,10/1/1993 0:00,Tropical,11.4,-115.4
1993273N30297,75,9/29/1993 18:00,Tropical,30,-63.2
1993275N04159,76,10/10/1993 0:00,Tropical,23.8,132.3
1993276N13249,77,10/2/1993 18:00,Tropical,13.4,-111.2
1993279N12114,78,10/10/1993 0:00,Not reported,16.6,125.3
1993285N12192,79,10/12/1993 0:00,Not reported,12,192.4
1993285N16239,80,10/11/1993 18:00,Tropical,15.6,-120.8
1993298N11154,81,10/25/1993 0:00,Not reported,11,153.5
1993306N10168,82,11/10/1993 0:00,Tropical,19.6,135.8
1993309N06072,83,11/10/1993 0:00,Not reported,10.6,74.1
1993312N06079,84,11/10/1993 0:00,Not reported,9.5,76
1993312S06080,85,11/10/1993 0:00,Tropical,-9.8,80.4
1993316N09177,86,11/12/1993 12:00,Not reported,8.5,176.6
1993316N11070,87,11/12/1993 0:00,Not reported,11,69.5
1993317N08149,88,11/13/1993 12:00,Not reported,7.8,148.5
1993322N09137,89,11/17/1993 12:00,Tropical,8.7,137.3
1993327S07093,90,11/22/1993 12:00,Tropical,-7.2,92.7
1993331N05172,91,11/27/1993 12:00,Not reported,5.1,170.2
1993331N07108,92,11/27/1993 0:00,Not reported,7.4,107.7
1993336N05164,93,12/1/1993 12:00,Not reported,5.1,163.7
1993345S08083,94,12/11/1993 0:00,Tropical,-8.4,82.6
1993348S13120,95,12/14/1993 12:00,Tropical,-13.4,120.2
1993353N05159,96,1/1/1994 0:00,Tropical,7.8,112.1
1993353N09084,97,12/19/1993 0:00,Not reported,8.5,83.5
1993360S04171,98,1/1/1994 0:00,Tropical,-13.6,152.9
1993362S12130,99,1/1/1994 0:00,Tropical,-12.8,124.5
1994001N05156,1,1/1/1994 12:00,Not reported,5.7,153.9
1994006S18182,2,1/6/1994 0:00,Tropical,-17.6,-178.5
1994007S16056,3,1/10/1994 0:00,Tropical,-15.9,60.6
1994010S17124,4,1/10/1994 12:00,Tropical,-17,123.3
1994012S09075,5,1/11/1994 12:00,Tropical,-9.4,74.6
1994019S17174,6,1/18/1994 12:00,Tropical,-17.3,173.8
1994022S12113,7,1/22/1994 12:00,Tropical,-11.6,111.9
1994026S11078,8,1/25/1994 12:00,Tropical,-11,78
1994028S11136,9,1/28/1994 0:00,Tropical,-11,136
1994036S09075,10,2/10/1994 0:00,Tropical,-17.4,59.9
1994037S12095,11,2/10/1994 0:00,Tropical,-12.6,79.6
1994047S16124,12,2/16/1994 0:00,Tropical,-16.2,124.3
1994047S17041,13,2/15/1994 18:00,Tropical,-17.2,40.8
1994053S08155,14,2/22/1994 0:00,Tropical,-8.3,154.6
1994064S13099,15,3/10/1994 0:00,Tropical,-15.2,77.8
1994064S15052,16,3/10/1994 0:00,Tropical,-26.3,51.9
1994067S14109,17,3/10/1994 0:00,Tropical,-15.1,96
1994071S10119,18,3/12/1994 12:00,Tropical,-9.9,118.1
1994076S14078,19,3/16/1994 18:00,Tropical,-14.3,78
1994078N06096,20,3/18/1994 18:00,Not reported,6.3,96.1
1994078S06184,21,3/19/1994 0:00,Tropical,-6.4,184.4
1994081S11154,22,3/22/1994 0:00,Tropical,-11.3,154.3
1994086S08092,23,3/26/1994 18:00,Tropical,-7.8,91.5
1994087S10115,24,3/28/1994 0:00,Not reported,-10.2,115
1994088N09148,25,3/28/1994 18:00,Not reported,8.5,147.7
1994095S08129,26,4/10/1994 0:00,Tropical,-15.1,114.2
1994110S08160,27,4/20/1994 12:00,Tropical,-8.3,159.9
1994116S05095,28,4/26/1994 0:00,Tropical,-4.8,95.4
1994117N07096,29,4/26/1994 18:00,Not reported,7.4,95.5
1994128N04155,30,5/10/1994 0:00,Not reported,7.1,147.1
1994134N05161,31,5/14/1994 0:00,Not reported,5.1,161
1994153N19113,32,6/10/1994 0:00,Extratropical,27.5,115
1994157N17074,33,6/5/1994 12:00,Not reported,16.6,73.7
1994169N06152,34,6/18/1994 0:00,Not reported,6,152
1994169N13240,35,6/18/1994 12:00,Tropical,13,-120.5
1994178N16248,36,6/27/1994 12:00,Tropical,15.8,-113.1
1994180N12255,37,6/28/1994 12:00,Tropical,11.8,-105.2
1994181N17137,38,6/29/1994 12:00,Not reported,16.6,136.6
1994181N22276,39,6/30/1994 12:00,Tropical,21.6,-84.3
1994186N09139,40,7/10/1994 0:00,Tropical,20.8,123.5
1994189N16117,41,7/10/1994 0:00,Tropical,15.3,116.4
1994190N13239,42,7/10/1994 0:00,Tropical,11.5,-129.3
1994191N08141,43,7/10/1994 0:00,Not reported,7.9,140.5
1994192N05139,44,7/11/1994 0:00,Not reported,5.4,138.6
1994197N09229,45,7/16/1994 0:00,Tropical,8.5,-131.3
1994197N14115,46,7/16/1994 12:00,Not reported,14.1,115.2
1994199N20106,47,7/18/1994 0:00,Disturbance,20,106
1994200N13235,48,7/19/1994 0:00,Tropical,13.1,-125.1
1994201N32281,49,7/20/1994 12:00,Tropical,33,-79.1
1994202N11238,50,7/21/1994 12:00,Tropical,11.2,-124
1994205N13148,51,7/23/1994 12:00,Not reported,12.7,148.4
1994206N14131,52,7/25/1994 12:00,Tropical,14.1,129.9
1994206N22107,53,7/25/1994 0:00,Tropical,22,107
1994210N16144,54,7/29/1994 0:00,Not reported,15.5,143.5
1994211N12152,55,7/30/1994 0:00,Not reported,12,151.7
1994212N11240,56,7/30/1994 18:00,Not reported,11.4,239.6
1994215N30149,57,8/10/1994 0:00,Tropical,23.7,138.6
1994219N19252,58,8/7/1994 0:00,Tropical,18.7,-107.8
1994221N15215,59,8/10/1994 0:00,Tropical,15.8,-146
1994222N11267,60,8/10/1994 12:00,Not reported,10.4,265.9
1994223N15253,61,8/10/1994 12:00,Tropical,14.5,-107.5
1994224N16240,62,8/12/1994 0:00,Tropical,16.3,-119.6
1994224N20152,63,8/12/1994 0:00,Not reported,20,152
1994227N29273,64,8/14/1994 12:00,Tropical,28.7,-87.2
1994229N11321,65,8/16/1994 12:00,Tropical,11.3,-39.4
1994231N12157,66,8/19/1994 0:00,Not reported,11.8,156.7
1994232N10144,67,8/20/1994 0:00,Not reported,10,143.5
1994237N24167,68,8/24/1994 18:00,Not reported,24.3,166.7
1994241N14236,69,8/28/1994 18:00,Tropical,14.4,-123.6
1994242N12112,70,8/30/1994 0:00,Not reported,11.9,112.1
1994242N20267,71,8/29/1994 12:00,Tropical,20.5,-93
1994244N07151,72,9/1/1994 0:00,Not reported,7,150.5
1994247N18251,73,9/10/1994 0:00,Tropical,21.4,-140
1994249N11200,74,9/6/1994 0:00,Tropical,10.7,-159.6
1994249N12136,75,9/6/1994 12:00,Not reported,12.4,135.3
1994249N21220,76,9/6/1994 0:00,Tropical,21.4,-140
1994250N14133,77,9/10/1994 0:00,Tropical,18.4,122.9
1994251N10180,78,9/10/1994 0:00,Not reported,9.3,167.4
1994253N13303,79,9/10/1994 0:00,Tropical,13.7,-60.2
1994257N13139,80,9/14/1994 0:00,Not reported,12.5,139.2
1994259N12128,81,10/1/1994 0:00,Extratropical,46.6,142.8
1994259N13244,82,9/15/1994 18:00,Tropical,13.5,-115.6
1994262N16249,83,9/19/1994 12:00,Tropical,16.4,-112.3
1994263N17170,84,9/19/1994 12:00,Not reported,17.4,170.2
1994265N10330,85,9/21/1994 18:00,Tropical,10.1,-29.9
1994265N13251,86,9/22/1994 12:00,Tropical,12.7,-109.6
1994265N16149,87,9/22/1994 0:00,Not reported,16.1,149.3
1994268N15232,88,9/24/1994 12:00,Tropical,15.2,-128.3
1994268N16276,89,9/24/1994 12:00,Tropical,16,-84.5
1994271N14339,90,9/27/1994 12:00,Tropical,13.8,-20.8
1994271N25169,91,10/1/1994 0:00,Tropical,30.6,158.5
1994272N20274,92,9/29/1994 12:00,Tropical,21,-85.5
1994272N40159,93,9/29/1994 0:00,Extratropical,39.5,159
1994273N08176,94,10/1/1994 0:00,Not reported,7.9,170.5
1994275S05062,95,10/2/1994 12:00,Tropical,-5.7,61.8
1994282N17247,96,10/10/1994 0:00,Tropical,17,-112.1
1994287N08176,97,10/13/1994 12:00,Not reported,7.5,175.5
1994287N14156,98,10/14/1994 0:00,Not reported,14.2,156.4
1994291N12170,99,10/18/1994 0:00,Not reported,12,170
1994294N13203,100,10/21/1994 0:00,Tropical,12.8,-157.1
1994295N25188,101,10/21/1994 12:00,Not reported,25.3,187.8
1994298N25161,102,10/25/1994 0:00,Not reported,24.5,160.6
1994302N11086,103,10/28/1994 12:00,Not reported,11,85.5
1994306N23313,104,11/2/1994 0:00,Subtropical,22.7,-47
1994313N12278,105,11/10/1994 0:00,Tropical,13.6,-83.4
1994315S07168,106,11/10/1994 18:00,Tropical,-7.1,167.7
1994317N07070,107,11/13/1994 0:00,Not reported,7.5,69.5
1994325S06076,108,11/21/1994 12:00,Tropical,-5.8,76.2
1994344S09112,109,12/10/1994 0:00,Tropical,-9,112
1994345N06165,110,12/10/1994 18:00,Not reported,5.9,164.6
1994347S09167,111,12/13/1994 12:00,Tropical,-9.6,167.6
1994348N04175,112,12/14/1994 0:00,Not reported,4,175
1994362S11054,113,1/1/1995 0:00,Tropical,-14.6,51.4
1994364S11195,114,1/1/1995 0:00,Tropical,-15.9,-162.5
1994365S06063,115,1/1/1995 0:00,Tropical,-9,61.5
1995005N04189,1,1/4/1995 12:00,Not reported,3.9,189
1995017S10078,2,1/16/1995 18:00,Tropical,-9.5,78
1995020S20038,3,1/19/1995 12:00,Tropical,-20,38
1995032S10074,4,1/31/1995 12:00,Tropical,-10.4,73.9
1995032S10095,5,1/31/1995 18:00,Tropical,-10,95
1995049S11133,6,2/18/1995 0:00,Tropical,-11,133
1995053S14065,7,2/21/1995 18:00,Tropical,-13.7,64.7
1995059S11155,8,2/28/1995 0:00,Tropical,-11,155
1995063S13141,9,3/3/1995 12:00,Tropical,-13,140.5
1995064S13042,10,3/10/1995 0:00,Tropical,-14,43.2
1995064S13055,11,3/10/1995 0:00,Tropical,-15.2,58.3
1995074S16068,12,3/14/1995 12:00,Tropical,-15.5,67.7
1995074S17175,13,3/15/1995 12:00,Tropical,-17.6,175.9
1995088S10078,14,3/28/1995 18:00,Tropical,-9.6,77.5
1995089S09131,15,3/29/1995 18:00,Tropical,-9,130.5
1995091S11145,16,4/1/1995 0:00,Tropical,-10.9,144.5
1995106S09144,17,4/15/1995 12:00,Tropical,-9,143.5
1995113N06169,18,4/23/1995 0:00,Not reported,5.5,169
1995126N11081,19,5/5/1995 21:00,Not reported,11,80.5
1995128N15082,20,5/10/1995 0:00,Not reported,18,82.5
1995135N20087,21,5/14/1995 18:00,Not reported,19.5,86.5
1995141N13256,22,5/21/1995 12:00,Tropical,13.2,-106.1
1995148N07150,23,5/28/1995 0:00,Not reported,7.3,149.8
1995150N05156,24,5/30/1995 0:00,Not reported,5.2,155.5
1995154N17276,25,6/10/1995 0:00,Extratropical,57,-52
1995167N11254,26,6/15/1995 12:00,Tropical,11.4,-105.9
1995186N32288,27,7/10/1995 0:00,Tropical,46.4,-60.5
1995189N11257,28,7/10/1995 0:00,Tropical,13.3,-112.8
1995193N06156,29,7/12/1995 12:00,Not reported,6,154.5
1995193N17305,30,7/12/1995 0:00,Tropical,17.1,-54.9
1995198N17252,31,7/17/1995 0:00,Tropical,17,-108.1
1995206N13252,32,7/24/1995 12:00,Tropical,13.1,-108.3
1995206N15133,33,7/25/1995 12:00,Not reported,15.5,132.3
1995209N17122,34,7/27/1995 18:00,Not reported,17,122.1
1995210N26273,35,7/28/1995 18:00,Tropical,26.2,-86.6
1995212N22287,36,7/31/1995 0:00,Tropical,22.3,-73.2
1995214N15249,37,8/1/1995 18:00,Tropical,15.4,-110.8
1995215N12145,38,8/10/1995 0:00,Tropical,18.4,118.3
1995218N20265,39,8/5/1995 18:00,Tropical,20.2,-95.2
1995220N14329,40,8/10/1995 0:00,Tropical,17,-45.6
1995220N15256,41,8/10/1995 0:00,Tropical,19.1,-108.4
1995222N24265,42,8/10/1995 0:00,Tropical,23.7,-95.4
1995225N12124,43,8/13/1995 12:00,Not reported,12,123.3
1995229N12144,44,8/17/1995 0:00,Not reported,12,144
1995233N15261,45,8/20/1995 18:00,Tropical,15.5,-99.1
1995233N16115,46,8/21/1995 12:00,Not reported,15.8,114.8
1995233N23130,47,8/21/1995 0:00,Not reported,23.2,130.1
1995234N13327,48,8/22/1995 0:00,Tropical,13.2,-33
1995235N13311,49,8/22/1995 12:00,Tropical,13.2,-49.3
1995235N24281,50,8/22/1995 18:00,Tropical,23.7,-78.7
1995236N10134,51,8/24/1995 0:00,Not reported,9.6,133.7
1995239N15327,52,8/26/1995 12:00,Tropical,15.4,-32.7
1995240N24151,53,8/28/1995 12:00,Not reported,24.1,151
1995241N11333,54,8/28/1995 18:00,Tropical,11.4,-27.5
1995244N08139,55,9/1/1995 0:00,Not reported,8.2,139.3
1995244N16256,56,9/1/1995 0:00,Tropical,15.7,-103.8
1995247N05144,57,9/10/1995 0:00,Tropical,13.5,110.6
1995250N09161,58,9/10/1995 0:00,Not reported,11.9,151.7
1995252N08142,59,9/10/1995 0:00,Not reported,10.8,138.9
1995253N18318,60,9/10/1995 0:00,Tropical,18.7,-44.6
1995255N14104,61,9/12/1995 0:00,Not reported,14.2,103.7
1995256N12309,62,10/1/1995 0:00,Extratropical,34.8,-50.5
1995256N15253,63,9/12/1995 18:00,Tropical,14.8,-106.7
1995258N14115,64,9/14/1995 12:00,Not reported,13.7,114.8
1995260N15255,65,9/16/1995 18:00,Tropical,14.8,-105
1995262N04161,66,9/19/1995 0:00,Not reported,3.5,161
1995264N06174,67,10/1/1995 0:00,Tropical,15.7,119.8
1995269N21088,68,9/26/1995 12:00,Not reported,22,86.5
1995270N10322,69,10/1/1995 0:00,Tropical,19.9,-40.2
1995271N19273,70,10/1/1995 0:00,Tropical,21.3,-89.9
1995271N30178,71,10/1/1995 0:00,Not reported,27.8,164.2
1995276N13124,72,10/3/1995 12:00,Not reported,12.9,123
1995277N07141,73,10/10/1995 0:00,Tropical,15.2,111.8
1995278N08329,74,10/4/1995 18:00,Tropical,8.3,-31.4
