SID,NUMBER,ISO_TIME,NATURE,LAT,LON
1867300N19310,24,1867-10-27 00:00:00,Tropical,19,-50.5
1867345S19059,25,1867-12-11 00:00:00,Not reported,-19,58.5
1868001S17055,1,1868-01-01 06:00:00,Not reported,-16.9,54.7
1868001S18055,2,1868-01-01 06:00:00,Not reported,-18.2,55.1
1868011S17062,3,1868-01-11 06:00:00,Not reported,-17.3,61.9
1868032S17081,4,1868-02-01 06:00:00,Not reported,-17.3,80.6
1868032S17441,5,1868-01-31 18:00:00,Not reported,-17.4,80.5
1868071S15066,6,1868-03-11 06:00:00,Not reported,-14.8,65.9
1868071S15426,7,1868-03-10 18:00:00,Not reported,-15,65.6
1868161N30281,8,1868-06-08 12:00:00,Subtropical,29.5,-79
1868193N13303,9,1868-07-10 12:00:00,Tropical,12.5,-57.5
1868240N16327,10,1868-08-27 00:00:00,Tropical,16,-33.5
1868250N31323,11,1868-09-05 12:00:00,Tropical,31,-37.1
1868275N27265,12,1868-09-30 12:00:00,Tropical,27,-95
1868278N14280,13,1868-10-04 00:00:00,Tropical,13.8,-80
1868288N16291,14,1868-10-14 00:00:00,Tropical,16,-69.4
1868289N26287,15,1868-10-15 00:00:00,Tropical,26.1,-73.3
1868304N27304,16,1868-10-29 12:00:00,Tropical,26.8,-56.2
1868306S08077,17,1868-10-31 18:00:00,Not reported,-8.4,76.5
1868316S08077,18,1868-11-11 06:00:00,Not reported,-8.3,76.5
1869021S21053,1,1869-01-21 06:00:00,Not reported,-21.2,53
1869039S19053,2,1869-02-08 06:00:00,Not reported,-18.7,53.3
1869042S18054,3,1869-02-11 06:00:00,Not reported,-17.8,54.1
1869042S20072,4,1869-02-11 06:00:00,Not reported,-19.5,71.6
1869046S20071,5,1869-02-14 18:00:00,Not reported,-19.8,71.3
1869052S19084,6,1869-02-21 06:00:00,Not reported,-19.2,83.7
1869091S11073,7,1869-04-01 06:00:00,Not reported,-11.1,72.6
1869091S11433,8,1869-03-31 18:00:00,Not reported,-11.2,72.6
1869222N30285,9,1869-08-09 12:00:00,Tropical,29.5,-75.5
1869224N41313,10,1869-08-12 00:00:00,Tropical,40.5,-47.5
1869226N20276,11,1869-08-14 00:00:00,Tropical,19.6,-84.5
1869239N33313,12,1869-08-27 00:00:00,Tropical,32.7,-46.7
1869239N34314,13,1869-08-27 00:00:00,Tropical,34.1,-46
1869244N28287,14,1869-09-01 00:00:00,Tropical,28,-73
1869245N20288,15,1869-09-02 06:00:00,Tropical,20.2,-71.6
1869247N26271,16,1869-09-04 00:00:00,Tropical,26.3,-89.1
1869251N18326,17,1869-09-07 12:00:00,Tropical,18.3,-33.7
1869253N10328,18,1869-09-09 12:00:00,Tropical,10.4,-31.6
1869258N16317,19,1869-09-14 12:00:00,Tropical,16,-43
1869270N18308,20,1869-09-26 12:00:00,Tropical,17.9,-51.7
1869275N17293,21,1869-10-01 12:00:00,Tropical,17,-67.5
1869276N13300,22,1869-10-02 12:00:00,Tropical,12.5,-60.3
1869305S06092,23,1869-10-31 18:00:00,Not reported,-6.3,92.2
1869345S18073,24,1869-12-11 06:00:00,Not reported,-17.5,73.1
1869345S18074,25,1869-12-10 18:00:00,Not reported,-18.2,73.5
1870001S31048,1,1870-01-01 06:00:00,Not reported,-30.9,47.8
1870001S32049,2,1870-01-01 06:00:00,Not reported,-31.6,48.5
1870021S10057,3,1870-01-21 06:00:00,Not reported,-10,56.5
1870021S11056,4,1870-01-21 06:00:00,Not reported,-11,56.2
1870042S15066,5,1870-02-11 06:00:00,Not reported,-15.4,65.6
1870046S16066,6,1870-02-14 18:00:00,Not reported,-15.6,65.5
1870052S20109,7,1870-02-21 06:00:00,Not reported,-20.3,109.1
1870101S07108,8,1870-04-10 18:00:00,Not reported,-6.8,107.5
1870101S09087,9,1870-04-11 06:00:00,Not reported,-8.5,86.7
1870101S09447,10,1870-04-10 18:00:00,Not reported,-8.7,86.5
1870211N28272,11,1870-07-29 12:00:00,Tropical,27.5,-88.3
1870214N13340,12,1870-08-01 18:00:00,Tropical,13.2,-20.1
1870238N14310,13,1870-08-25 12:00:00,Tropical,14.1,-50.1
1870242N13338,14,1870-08-29 12:00:00,Tropical,13,-21.7
1870252N13315,15,1870-09-08 12:00:00,Tropical,12.6,-44.7
1870260N30292,16,1870-09-17 00:00:00,Tropical,30.2,-68.1
1870264N11332,17,1870-09-20 12:00:00,Tropical,11,-27.9
1870278N18286,18,1870-10-05 00:00:00,Tropical,17.5,-74
1870280N10331,19,1870-10-07 00:00:00,Tropical,10,-29
1870290N15279,20,1870-10-17 00:00:00,Tropical,15.1,-81.3
1870296N20288,21,1870-10-22 12:00:00,Tropical,19.8,-72.5
1870297N12331,22,1870-10-24 00:00:00,Tropical,11.5,-29
1870300N14283,23,1870-10-27 00:00:00,Tropical,13.6,-77
1870310N28324,24,1870-11-05 12:00:00,Tropical,28,-36
1870324N19317,25,1870-11-20 06:00:00,Tropical,18.6,-43.4
1871001S12089,1,1871-01-01 06:00:00,Not reported,-11.6,88.5
1871001S16061,2,1871-01-01 06:00:00,Not reported,-16.1,60.8
1871021S09087,3,1871-01-21 06:00:00,Not reported,-8.7,87
1871052S11095,4,1871-02-21 06:00:00,Not reported,-10.5,94.7
1871080S15108,5,1871-03-20 18:00:00,Not reported,-15.3,108.2
1871080S16068,6,1871-03-20 18:00:00,Not reported,-16.3,68
1871152N24279,7,1871-06-01 00:00:00,Tropical,24.1,-81
1871182S04095,8,1871-07-01 06:00:00,Not reported,-4.2,94.8
1871192S04095,9,1871-07-11 06:00:00,Not reported,-3.7,95.2
1871224N26291,10,1871-08-12 00:00:00,Tropical,26,-69.2
1871228N31312,11,1871-08-16 00:00:00,Tropical,31.3,-47.7
1871229N11329,12,1871-08-17 00:00:00,Tropical,11.2,-30.7
1871237N18325,13,1871-08-24 12:00:00,Tropical,17.5,-35
1871239N24298,14,1871-08-27 06:00:00,Tropical,23.8,-61.6
1871243N19317,15,1871-08-30 12:00:00,Tropical,19.4,-43.3
1871247N28277,16,1871-09-04 06:00:00,Tropical,27.5,-83
1871249N16318,17,1871-09-05 12:00:00,Tropical,16,-42.5
1871259N17273,18,1871-09-16 00:00:00,Tropical,16.5,-87.5
1871266N11315,19,1871-09-23 00:00:00,Tropical,10.5,-45
1871271N19269,20,1871-09-28 00:00:00,Tropical,19.4,-91.5
1871276N11281,21,1871-10-02 18:00:00,Tropical,11,-79.3
1871278N11329,22,1871-10-05 06:00:00,Tropical,10.5,-31
1871283N23302,23,1871-10-10 00:00:00,Tropical,22.7,-58
1871289N15294,24,1871-10-15 18:00:00,Tropical,14.5,-65.7
1871305S04100,25,1871-11-01 06:00:00,Not reported,-4,100.3
1871305S04460,26,1871-10-31 18:00:00,Not reported,-4,100.4
1872021S18054,1,1872-01-21 06:00:00,Not reported,-18,53.6
1872021S19053,2,1872-01-21 06:00:00,Not reported,-19.1,52.6
1872032S12085,3,1872-02-01 06:00:00,Not reported,-12.3,85.3
1872032S15074,4,1872-02-01 06:00:00,Not reported,-14.8,74.2
1872032S15434,5,1872-01-31 18:00:00,Not reported,-14.9,73.9
1872039S12085,6,1872-02-07 18:00:00,Not reported,-12.3,85.2
1872042S13104,7,1872-02-11 06:00:00,Not reported,-13.1,104
1872046S13104,8,1872-02-14 18:00:00,Not reported,-13.3,104.3
1872071S05087,9,1872-03-10 18:00:00,Not reported,-5,87.1
1872071S05088,10,1872-03-11 06:00:00,Not reported,-4.7,87.5
1872071S17051,11,1872-03-10 18:00:00,Not reported,-16.7,51
1872092S23053,12,1872-04-01 06:00:00,Not reported,-23.3,53
1872092S24053,13,1872-03-31 18:00:00,Not reported,-23.5,53.2
1872122S14066,14,1872-05-01 06:00:00,Not reported,-13.9,65.9
1872122S14426,15,1872-04-30 18:00:00,Not reported,-14,66
1872191N25268,16,1872-07-09 00:00:00,Tropical,24.7,-91.8
1872233N14334,17,1872-08-19 12:00:00,Tropical,13.5,-26.5
1872241N36296,18,1872-08-27 12:00:00,Tropical,36,-64
1872243N29299,19,1872-08-30 03:00:00,Tropical,29.2,-61.3
1872250N12338,20,1872-09-05 18:00:00,Tropical,12,-22.5
1872253N13301,21,1872-09-09 00:00:00,Tropical,12.6,-59.1
1872273N12335,22,1872-09-29 00:00:00,Tropical,12.4,-25.4
1872274N13328,23,1872-09-30 00:00:00,Tropical,13,-31.7
1872275S14070,24,1872-09-30 18:00:00,Not reported,-14.4,69.6
1872280N18291,25,1872-10-05 12:00:00,Tropical,17.5,-68.8
1872296N23271,26,1872-10-22 00:00:00,Tropical,23.4,-89.3
1872306S15069,27,1872-10-31 18:00:00,Not reported,-14.8,69.1
1873001S16058,1,1873-01-01 06:00:00,Not reported,-16,58.2
1873001S17058,2,1873-01-01 06:00:00,Not reported,-16.7,57.5
1873021S17054,3,1873-01-21 06:00:00,Not reported,-17.4,53.8
1873032S12076,4,1873-02-01 06:00:00,Not reported,-11.8,76.2
1873032S12436,5,1873-01-31 18:00:00,Not reported,-12,76
1873042S14056,6,1873-02-11 06:00:00,Not reported,-14.3,56.4
1873046S15056,7,1873-02-14 18:00:00,Not reported,-14.6,56.3
1873060S16067,8,1873-03-01 06:00:00,Not reported,-15.8,67.4
1873070S10088,9,1873-03-11 06:00:00,Not reported,-9.7,88
1873070S10448,10,1873-03-10 18:00:00,Not reported,-9.9,87.8
1873152N24281,11,1873-06-01 06:00:00,Tropical,24.2,-78.8
1873223N11332,12,1873-08-10 18:00:00,Tropical,11,-28
1873225N14335,13,1873-08-13 00:00:00,Tropical,13.9,-25
1873231N35306,14,1873-08-18 12:00:00,Tropical,35,-54
1873256N13296,15,1873-09-12 12:00:00,Tropical,13,-64
1873265N22274,16,1873-09-22 00:00:00,Tropical,22.2,-86.1
1873269N13303,17,1873-09-25 12:00:00,Tropical,13.2,-57
1873275N16340,18,1873-10-01 12:00:00,Tropical,15.7,-20.2
1873290N30314,19,1873-10-16 12:00:00,Tropical,30.3,-46
1874011S14064,1,1874-01-11 06:00:00,Not reported,-13.7,63.9
1874011S15064,2,1874-01-11 06:00:00,Not reported,-14.8,63.5
1874021S19055,3,1874-01-21 06:00:00,Not reported,-19.2,55.4
1874042S13080,4,1874-02-11 06:00:00,Not reported,-12.6,79.5
1874046S13079,5,1874-02-14 18:00:00,Not reported,-12.8,79.3
1874070S13045,6,1874-03-10 18:00:00,Not reported,-13.5,44.8
1874080S13072,7,1874-03-21 06:00:00,Not reported,-13.4,72.1
1874080S13073,8,1874-03-21 06:00:00,Not reported,-13.4,72.9
1874183N26275,9,1874-07-02 00:00:00,Tropical,25.8,-85.1
1874215N25306,10,1874-08-03 00:00:00,Mixture(contradicting report from different agencies),24.7,-53.6
1874236N29292,11,1874-08-23 12:00:00,Tropical,29,-68
1874240N13326,12,1874-08-27 12:00:00,Tropical,13.4,-33.6
1874241N14326,13,1874-08-29 00:00:00,Tropical,13.6,-34.5
1874245N20265,14,1874-09-02 00:00:00,Tropical,20.4,-94.6
1874245N25271,15,1874-09-01 12:00:00,Tropical,24.5,-89
1874251N26289,16,1874-09-08 00:00:00,Tropical,25.8,-70.6
1874258N34313,17,1874-09-14 12:00:00,Tropical,34.2,-47.3
1874268N18274,18,1874-09-25 00:00:00,Tropical,17.5,-86.4
1874304N14283,19,1874-10-31 00:00:00,Tropical,14.4,-77.2
1875011S13061,1,1875-01-11 06:00:00,Not reported,-13,60.9
1875011S14076,2,1875-01-11 06:00:00,Not reported,-13.7,76
1875060S17082,3,1875-03-01 06:00:00,Not reported,-16.8,82
1875060S17088,4,1875-03-01 06:00:00,Not reported,-17.2,88
1875060S17448,5,1875-02-28 18:00:00,Not reported,-17.3,87.8
1875228N31284,6,1875-08-15 12:00:00,Tropical,31,-76.5
1875239N37308,7,1875-08-27 00:00:00,Tropical,36.9,-52.4
1875243N14330,8,1875-08-30 12:00:00,Tropical,14,-30
1875246N12333,9,1875-09-02 12:00:00,Tropical,11.5,-27.3
1875259N33318,10,1875-09-15 12:00:00,Tropical,32.5,-42
1875267N23267,11,1875-09-24 00:00:00,Tropical,23.4,-93.4
1875277N19297,12,1875-10-04 06:00:00,Tropical,18.8,-63.2
1875280N24292,13,1875-10-07 00:00:00,Tropical,23.7,-68.5
1875285N27285,14,1875-10-12 00:00:00,Tropical,27.3,-74.8
1875355S19065,15,1875-12-21 06:00:00,Not reported,-18.9,64.9
1876001S17061,1,1876-01-01 06:00:00,Not reported,-16.6,61
1876032S17059,2,1876-01-31 18:00:00,Not reported,-17.2,58.8
1876046S18062,3,1876-02-14 18:00:00,Not reported,-18.3,61.8
1876052S14066,4,1876-02-21 06:00:00,Not reported,-14.4,66.4
1876052S18062,5,1876-02-21 06:00:00,Not reported,-18.2,62.1
1876071S16083,6,1876-03-10 18:00:00,Not reported,-16,82.5
1876200N16293,7,1876-07-17 12:00:00,Tropical,15.5,-67
1876213N32288,8,1876-07-30 12:00:00,Tropical,32.2,-72.1
1876227N26295,9,1876-08-13 12:00:00,Tropical,26,-65
1876231N14303,10,1876-08-17 12:00:00,Tropical,13.6,-57.5
1876239N25295,11,1876-08-25 12:00:00,Tropical,25,-65
1876247N14325,12,1876-09-02 12:00:00,Tropical,13.5,-35.5
1876253N39299,13,1876-09-09 00:00:00,Tropical,39,-60.8
1876254N15320,14,1876-09-10 00:00:00,Tropical,15,-40.2
1876257N14319,15,1876-09-12 12:00:00,Tropical,14,-41.5
1876260N19302,16,1876-09-16 00:00:00,Tropical,19,-57.8
1876268N12300,17,1876-09-24 06:00:00,Tropical,11.5,-60.2
1876273N12301,18,1876-09-29 00:00:00,Tropical,11.5,-58.8
1876273N14301,19,1876-09-29 00:00:00,Tropical,14.1,-58.8
1876285N11279,20,1876-10-10 12:00:00,Tropical,10.7,-81.2
1876313N24310,21,1876-11-07 12:00:00,Tropical,24,-50
1876336S15075,22,1876-11-30 18:00:00,Not reported,-14.6,74.7
1877001S12055,1,1877-01-01 06:00:00,Not reported,-12.2,54.9
1877001S13054,2,1877-01-01 06:00:00,Not reported,-13.2,54.1
1877009S13054,3,1877-01-09 00:00:00,Tropical,-13.2,54.1
1877039S19059,4,1877-02-07 18:00:00,Not reported,-18.7,58.8
1877041S20059,5,1877-02-10 00:00:00,Tropical,-20.3,58.9
1877042S14078,6,1877-02-11 00:00:00,Tropical,-13.7,77.7
1877042S18059,7,1877-02-11 06:00:00,Not reported,-18,58.8
1877046S12079,8,1877-02-14 18:00:00,Not reported,-12.4,78.9
1877101S15062,9,1877-04-11 00:00:00,Tropical,-15.4,62.3
1877111S15063,10,1877-04-20 18:00:00,Not reported,-15.2,63.3
1877121S07090,11,1877-04-30 18:00:00,Not reported,-7.2,89.7
1877129S08088,12,1877-05-09 00:00:00,Tropical,-8.3,87.7
1877131S07090,13,1877-05-11 06:00:00,Not reported,-6.9,89.8
1877135N10083,14,1877-05-15 00:00:00,Tropical,9.9,82.9
1877192N21090,15,1877-07-11 00:00:00,Tropical,20.8,89.7
1877213N23288,16,1877-08-01 00:00:00,Tropical,23.1,-72.1
1877214N29286,17,1877-08-01 12:00:00,Tropical,28.6,-74.5
1877218N21090,18,1877-08-06 00:00:00,Tropical,20.6,89.5
1877220N22092,19,1877-08-08 00:00:00,Tropical,22.3,91.7
1877226N21089,20,1877-08-14 00:00:00,Tropical,20.8,89
1877230N20091,21,1877-08-18 00:00:00,Tropical,20.4,90.5
1877237N30302,22,1877-08-24 12:00:00,Tropical,29.8,-57.6
1877241N20088,23,1877-08-29 00:00:00,Tropical,20.4,88.4
1877247N14341,24,1877-09-03 18:00:00,Tropical,14.4,-19
1877249N20088,25,1877-09-06 00:00:00,Tropical,19.9,87.5
1877257N22268,26,1877-09-14 00:00:00,Tropical,21.5,-92
1877259N26310,27,1877-09-16 00:00:00,Tropical,25.5,-50.5
1877260N17327,28,1877-09-16 12:00:00,Tropical,16.9,-33.4
1877267N21292,29,1877-09-24 00:00:00,Tropical,21.2,-68
1877276N34329,30,1877-10-02 12:00:00,Tropical,34,-31.3
1877286N27312,31,1877-10-13 00:00:00,Tropical,27,-48
1877297N25266,32,1877-10-24 00:00:00,Tropical,24.5,-94.1
1877300N31313,33,1877-10-26 12:00:00,Tropical,31,-47.5
1877307N18091,34,1877-11-03 00:00:00,Tropical,17.6,90.7
1877332N23284,35,1877-11-28 00:00:00,Tropical,23.2,-76.5
1878010S19054,1,1878-01-10 00:00:00,Tropical,-18.5,54.2
1878011S18054,2,1878-01-11 06:00:00,Not reported,-17.6,54.3
1878011S19054,3,1878-01-11 06:00:00,Not reported,-18.5,54.2
1878100S12066,4,1878-04-10 00:00:00,Tropical,-12.2,65.7
1878101S10066,5,1878-04-10 18:00:00,Not reported,-10.3,66.4
1878101S10067,6,1878-04-11 06:00:00,Not reported,-9.9,66.5
1878182N25273,7,1878-07-01 00:00:00,Tropical,25.4,-87.3
1878188N18299,8,1878-07-07 06:00:00,Tropical,17.7,-61.3
1878202N18087,9,1878-07-21 00:00:00,Tropical,17.8,86.5
1878215N20086,10,1878-08-03 00:00:00,Tropical,19.7,85.9
1878218N20089,11,1878-08-06 00:00:00,Tropical,20.3,88.5
1878220N15300,12,1878-08-08 00:00:00,Tropical,15,-60.5
1878229N32286,13,1878-08-16 12:00:00,Tropical,31.5,-74
1878236N25280,14,1878-08-23 12:00:00,Tropical,25.1,-79.8
1878244N09306,15,1878-09-01 00:00:00,Tropical,8.6,-54.3
1878246N20312,16,1878-09-02 12:00:00,Tropical,20.5,-48
1878248N13322,17,1878-09-04 12:00:00,Tropical,12.5,-37.8
1878253N14324,18,1878-09-09 12:00:00,Tropical,14,-35.9
1878256N19090,19,1878-09-13 00:00:00,Tropical,19.1,89.8
1878257N19269,20,1878-09-13 12:00:00,Tropical,18.8,-91.5
1878261N18090,21,1878-09-18 00:00:00,Tropical,17.9,90
1878266N14299,22,1878-09-23 06:00:00,Tropical,13.6,-61.5
1878267N15288,23,1878-09-24 00:00:00,Tropical,15.1,-71.9
1878282N11326,24,1878-10-08 18:00:00,Tropical,11,-34
1878282N24269,25,1878-10-09 00:00:00,Tropical,23.5,-91.3
1878283N18342,26,1878-10-10 06:00:00,Tropical,18.1,-17.8
1878287N16084,27,1878-10-14 00:00:00,Tropical,15.9,84
1878287N19283,28,1878-10-13 12:00:00,Tropical,18.5,-77
1878289N41316,29,1878-10-15 15:00:00,Tropical,41,-44.2
1878292N31307,30,1878-10-18 15:00:00,Not reported,31.2,-53.2
1878296N24332,31,1878-10-23 06:00:00,Tropical,23.7,-28.4
1878301N15084,32,1878-10-28 00:00:00,Tropical,14.8,84.2
1878308N16084,33,1878-11-04 00:00:00,Tropical,16.3,84.3
1878329N15310,34,1878-11-25 00:00:00,Tropical,14.6,-50.3
1878329N17310,35,1878-11-25 00:00:00,Tropical,17,-50
1878339N17087,36,1878-12-05 00:00:00,Tropical,16.7,86.6
1878344S11071,37,1878-12-10 00:00:00,Tropical,-10.5,71.3
1878345S09072,38,1878-12-11 06:00:00,Not reported,-9,72
1878345S09432,39,1878-12-10 18:00:00,Not reported,-9.3,71.9
1879011S24062,1,1879-01-11 00:00:00,Tropical,-24.4,61.6
1879021S24062,2,1879-01-21 06:00:00,Not reported,-24.3,61.8
1879043S13058,3,1879-02-12 00:00:00,Tropical,-12.9,57.7
1879052S11057,4,1879-02-21 06:00:00,Not reported,-10.7,57.4
1879070S11063,5,1879-03-11 00:00:00,Tropical,-11,63.3
1879080S11064,6,1879-03-20 18:00:00,Not reported,-10.5,63.8
1879140N13081,7,1879-05-20 00:00:00,Tropical,13.2,81.1
1879141N12073,8,1879-05-21 00:00:00,Tropical,11.6,73
1879149N21087,9,1879-05-29 00:00:00,Tropical,20.6,87.4
1879220N21088,10,1879-08-08 00:00:00,Tropical,21,88
1879220N31284,11,1879-08-08 00:00:00,Tropical,31,-76
1879225N13302,12,1879-08-12 12:00:00,Tropical,13.1,-57.6
1879228N13341,13,1879-08-15 18:00:00,Tropical,12.5,-18.7
1879228N15307,14,1879-08-15 12:00:00,Tropical,14.5,-53.5
1879231N17279,15,1879-08-19 00:00:00,Tropical,16.7,-81.1
1879241N24272,16,1879-08-29 00:00:00,Tropical,23.5,-88.5
1879252N33283,17,1879-09-08 12:00:00,Tropical,32.5,-76.8
1879254N14300,18,1879-09-10 12:00:00,Tropical,13.8,-60.2
1879256N21090,19,1879-09-13 00:00:00,Tropical,20.9,90
1879265N20089,20,1879-09-22 00:00:00,Tropical,19.6,88.5
1879266N37286,21,1879-09-22 12:00:00,Extratropical,36.5,-74.5
1879276N15282,22,1879-10-03 00:00:00,Tropical,14.5,-77.6
1879282N14304,23,1879-10-09 00:00:00,Tropical,14.2,-56
1879284N19092,24,1879-10-11 00:00:00,Tropical,19.2,92
1879285N11308,25,1879-10-11 12:00:00,Tropical,11,-52
1879297N20275,26,1879-10-24 00:00:00,Tropical,20.2,-84.6
1879299N20092,27,1879-10-26 00:00:00,Tropical,19.7,92.2
1879305N15097,28,1879-11-01 00:00:00,Tropical,15.4,97
1879309N21332,29,1879-11-05 00:00:00,Tropical,21,-28
1879322N13081,30,1879-11-18 00:00:00,Tropical,12.7,81.3
1879322N22287,31,1879-11-18 00:00:00,Tropical,21.7,-73.5
1879344S16059,32,1879-12-10 00:00:00,Tropical,-16.4,59.2
1879345S15060,33,1879-12-11 06:00:00,Not reported,-15.3,59.5
1879345S16054,34,1879-12-11 00:00:00,Tropical,-15.9,54.1
1879345S16059,35,1879-12-10 18:00:00,Not reported,-15.7,59.3
1879355S15054,36,1879-12-20 18:00:00,Not reported,-15.2,54.4
1880001S08060,1,1880-01-01 06:00:00,Not reported,-7.5,59.8
1880043S13088,2,1880-02-12 00:00:00,Tropical,-12.7,87.7
1880052S11089,3,1880-02-21 06:00:00,Not reported,-11.2,89.1
1880153N20089,4,1880-06-01 00:00:00,Tropical,19.8,88.9
1880161N17274,5,1880-06-09 00:00:00,Tropical,16.5,-86
1880173N27274,6,1880-06-21 00:00:00,Tropical,26.7,-86.5
1880177N19088,7,1880-06-25 00:00:00,Tropical,19.3,88.3
1880196N20089,8,1880-07-14 00:00:00,Tropical,20.4,89.2
1880214N20088,9,1880-08-01 00:00:00,Tropical,20.1,88.3
1880217N16300,10,1880-08-04 00:00:00,Tropical,16,-59.8
1880228N14301,11,1880-08-15 00:00:00,Tropical,14.1,-58.8
1880230N15342,12,1880-08-17 06:00:00,Tropical,14.7,-17.9
1880233N21089,13,1880-08-20 00:00:00,Tropical,20.6,88.8
1880235N13333,14,1880-08-22 06:00:00,Tropical,13.3,-27.5
1880242N18340,15,1880-08-28 12:00:00,Tropical,17.5,-20
1880248N22283,16,1880-09-04 00:00:00,Tropical,21.8,-77
1880250N24271,17,1880-09-06 00:00:00,Tropical,23.9,-88.6
1880254N19267,18,1880-09-09 12:00:00,Tropical,19.2,-92.7
1880257N19089,19,1880-09-13 00:00:00,Tropical,18.7,88.5
1880265N20088,20,1880-09-21 00:00:00,Tropical,20,88
1880267N21088,21,1880-09-23 00:00:00,Tropical,20.9,87.8
1880271N23317,22,1880-09-27 00:00:00,Tropical,23.2,-43.5
1880275N35327,23,1880-09-30 18:00:00,Tropical,35.3,-32.8
1880279N18275,24,1880-10-05 00:00:00,Tropical,18.2,-85.1
1880284N24295,25,1880-10-09 12:00:00,Tropical,23.5,-65
1880287N17085,26,1880-10-13 00:00:00,Tropical,16.9,85.4
1880289N31299,27,1880-10-15 00:00:00,Tropical,31,-60.6
1880295N27285,28,1880-10-20 12:00:00,Tropical,27.1,-75.3
1880325N10082,29,1880-11-20 00:00:00,Tropical,9.6,81.7
1880345S15067,30,1880-12-10 00:00:00,Tropical,-14.8,66.8
1880346S15068,31,1880-12-11 06:00:00,Not reported,-14.6,68.3
1880346S15428,32,1880-12-10 18:00:00,Not reported,-14.5,67.7
1881001S09084,1,1881-01-01 06:00:00,Not reported,-9.5,83.5
1881011S15057,2,1881-01-11 00:00:00,Tropical,-14.6,57.1
1881021S14057,3,1881-01-21 06:00:00,Not reported,-14.2,57.3
1881039S12084,4,1881-02-07 18:00:00,Not reported,-12.1,84.4
1881041S13082,5,1881-02-10 00:00:00,Tropical,-13.3,81.7
1881042S12085,6,1881-02-11 06:00:00,Not reported,-11.8,84.6
1881069S22053,7,1881-03-10 00:00:00,Tropical,-21.9,52.8
1881070S21053,8,1881-03-10 18:00:00,Not reported,-21.3,53.3
1881101S07089,9,1881-04-11 00:00:00,Tropical,-6.9,89
1881111S05089,10,1881-04-20 18:00:00,Not reported,-5,89.4
1881121S06095,11,1881-04-30 18:00:00,Not reported,-6.4,95.3
1881121S06096,12,1881-05-01 06:00:00,Not reported,-6.2,95.6
1881129S07094,13,1881-05-09 00:00:00,Tropical,-6.7,94.3
1881146N14067,14,1881-05-26 00:00:00,Tropical,13.8,66.7
1881146N20090,15,1881-05-26 00:00:00,Tropical,20.4,89.9
1881154N20089,16,1881-06-03 00:00:00,Tropical,20.1,88.6
1881157N21088,17,1881-06-06 00:00:00,Tropical,20.8,87.5
1881165N21089,18,1881-06-14 00:00:00,Tropical,21,88.8
1881183N21088,19,1881-07-02 00:00:00,Tropical,20.6,88.2
1881194N21090,20,1881-07-13 00:00:00,Tropical,20.5,90.2
1881208N35286,21,1881-07-26 12:00:00,Tropical,34.5,-73.7
1881213N23275,22,1881-08-01 00:00:00,Tropical,23,-85.5
1881214N20087,23,1881-08-02 00:00:00,Tropical,20.3,87.4
1881223N16329,24,1881-08-11 00:00:00,Tropical,16,-31
1881224N26271,25,1881-08-11 12:00:00,Tropical,25.6,-88.7
1881228N20273,26,1881-08-16 00:00:00,Tropical,20.2,-87
1881230N21089,27,1881-08-18 00:00:00,Tropical,21.1,88.5
1881233N17303,28,1881-08-21 00:00:00,Tropical,16.9,-56.8
1881236N15323,29,1881-08-23 12:00:00,Tropical,14.5,-37.5
1881239N14301,30,1881-08-27 00:00:00,Tropical,14.1,-59.5
1881247N13306,31,1881-09-03 12:00:00,Tropical,13,-54
1881254N20089,32,1881-09-11 00:00:00,Tropical,20.3,88.7
1881256N32318,33,1881-09-13 00:00:00,Tropical,32,-42.5
1881261N35292,34,1881-09-18 00:00:00,Tropical,35.3,-68
1881277N17085,35,1881-10-04 00:00:00,Tropical,17.3,84.6
1881289N25284,36,1881-10-15 12:00:00,Tropical,25.2,-76
1881290N12318,37,1881-10-16 12:00:00,Tropical,12,-42
1881313N20303,38,1881-11-09 00:00:00,Tropical,20,-57
1881315N11082,39,1881-11-11 00:00:00,Tropical,10.5,82.4
1881341N14313,40,1881-12-07 00:00:00,Tropical,14,-47.5
1882001S16080,1,1882-01-01 06:00:00,Not reported,-15.8,79.7
1882001S17079,2,1882-01-01 06:00:00,Not reported,-16.5,79
1882009S17079,3,1882-01-09 00:00:00,Tropical,-16.5,79
1882039S14069,4,1882-02-07 18:00:00,Not reported,-14.1,69
1882041S15068,5,1882-02-10 00:00:00,Tropical,-14.5,68.1
1882042S13071,6,1882-02-11 06:00:00,Not reported,-13.4,70.9
1882042S14069,7,1882-02-11 06:00:00,Not reported,-13.8,69.4
1882042S14070,8,1882-02-11 00:00:00,Tropical,-14.2,70
1882043S16078,9,1882-02-12 00:00:00,Tropical,-16.3,77.7
1882046S14071,10,1882-02-14 18:00:00,Not reported,-13.6,70.9
1882052S16079,11,1882-02-21 06:00:00,Not reported,-15.8,79.3
1882069S15062,12,1882-03-10 00:00:00,Tropical,-15.3,62.2
1882070S14063,13,1882-03-11 06:00:00,Not reported,-14.4,62.5
